Day,Date,Actual_Price,CRR_Simulation,Empirical_Simulation,CRR_Error,Empirical_Error
108,2025-10-30,2475.3154296875,1697.1501098804458,1364.6625007812063,-778.1653198070542,-1110.6529289062937
109,2025-10-31,2494.654052734375,1697.1915623671741,1361.8503840271874,-797.4624903672009,-1132.8036687071876
110,2025-11-03,2581.6767578125,1697.5193060317542,1359.308463347642,-884.1574517807458,-1222.368294464858
111,2025-11-04,2601.01513671875,1699.1152054523286,1357.1058246937155,-901.8999312664214,-1243.9093120250345
112,2025-11-05,2601.01513671875,1699.2110000767204,1355.2349755150678,-901.8041366420296,-1245.7801612036822
113,2025-11-06,2533.330810546875,1700.3593251602326,1353.1086258042353,-832.9714853866424,-1180.2221847426397
114,2025-11-07,2446.307861328125,1700.412097295855,1350.733778886805,-745.8957640322701,-1095.57408244132
115,2025-11-10,2446.307861328125,1700.6117681062249,1348.189875001403,-745.6960932219001,-1098.117986326722
116,2025-11-11,2407.631103515625,1700.4787188995883,1345.6207918465539,-707.1523846160367,-1062.0103116690711
117,2025-11-12,2465.646240234375,1700.5046615476078,1343.6738136858046,-765.1415786867672,-1121.9724265485704
118,2025-11-13,2407.631103515625,1700.9941083141432,1341.8130779348903,-706.6369952014818,-1065.8180255807347
119,2025-11-14,2426.969482421875,1702.3207141593277,1339.1972713776029,-724.6487682625473,-1087.7722110442721
120,2025-11-17,2504.3232421875,1702.293867357377,1336.9927903467085,-802.0293748301231,-1167.3304518407915
121,2025-11-18,2426.969482421875,1701.4837831117525,1335.2818397479277,-725.4856993101225,-1091.6876426739473
122,2025-11-19,2494.654052734375,1702.0718311981093,1332.593915517115,-792.5822215362657,-1162.06013721726
123,2025-11-20,2513.992431640625,1704.0503597679487,1330.7911158395812,-809.9420718726763,-1183.2013158010438
124,2025-11-21,2455.97705078125,1704.827288597909,1328.2467720406685,-751.149762183341,-1127.7302787405815
125,2025-11-24,2581.6767578125,1705.1938855333178,1325.693052372754,-876.4828722791822,-1255.983705439746
126,2025-11-25,2543.0,1705.3627170646835,1323.4237392303567,-837.6372829353165,-1219.5762607696433
127,2025-11-26,2513.992431640625,1707.0693249798433,1321.1856510632024,-806.9231066607817,-1192.8067805774226
128,2025-11-27,2513.992431640625,1707.7549969809747,1318.9102621973195,-806.2374346596503,-1195.0821694433055
129,2025-11-28,2513.992431640625,1707.5973400981416,1316.6697642614063,-806.3950915424834,-1197.3226673792187
