Day,Date,Actual_Price,CRR_Simulation,Empirical_Simulation,CRR_Error,Empirical_Error
75,2025-09-29,2833.378552061731,2495.353313893604,2457.620220769185,-338.0252381681271,-375.75833129254625
76,2025-09-30,2773.0521398113283,2495.5912314070806,2457.416387045759,-277.4609084042477,-315.6357527655691
77,2025-10-01,2715.6643307965055,2496.3799930975615,2457.2423405513005,-219.284337698944,-258.42199024520505
78,2025-10-02,2687.0930243726693,2497.0106742978514,2457.2230051911306,-190.0823500748179,-229.87001918153874
79,2025-10-03,2679.0392512728477,2497.414866760006,2457.042633878326,-181.62438451284152,-221.99661739452176
80,2025-10-06,2692.1008001146774,2498.2031937017387,2457.492420029627,-193.89760641293879,-234.6083800850506
81,2025-10-07,2752.8925593813165,2498.57031237014,2457.7233423081657,-254.3222470111764,-295.1692170731508
82,2025-10-08,2789.09478399153,2498.3961457489872,2457.8632766079804,-290.698638242543,-331.2315073835498
83,2025-10-09,2782.968086165202,2498.8435919790554,2457.8489742699126,-284.1244941861464,-325.1191118952893
84,2025-10-10,2782.730867397516,2499.614933103374,2458.0896087900296,-283.1159342941419,-324.6412586074862
85,2025-10-13,2741.745692193035,2500.118932192384,2458.617384299361,-241.6267600006513,-283.128307893674
86,2025-10-14,2741.5326749441438,2500.3708422566588,2458.974300612276,-241.161832687485,-282.558374331868
87,2025-10-15,2730.233822630652,2500.9773589835236,2458.713520154014,-229.25646364712838,-271.5203024766379
88,2025-10-16,2744.031071546731,2501.8144371111102,2458.597072253991,-242.21663443562056,-285.4339992927398
89,2025-10-17,2710.734331167715,2502.2835649378603,2459.105087912898,-208.4507662298547,-251.62924325481708
90,2025-10-20,2732.480396408368,2502.441644090402,2459.4978039035304,-230.0387523179661,-272.9825925048376
91,2025-10-21,2796.5900913288942,2502.859882540545,2459.8722510265084,-293.73020878834905,-336.71784030238587
92,2025-10-22,2792.5899096620465,2503.0722672661245,2459.6640560043184,-289.51764239592194,-332.9258536577281
93,2025-10-23,2810.0299007055073,2503.6394978740304,2459.621656954588,-306.3904028314769,-350.40824375091915
94,2025-10-24,2839.8387829222897,2504.8718996420203,2459.87266096692,-334.9668832802695,-379.96612195536954
95,2025-10-27,2823.3637038421607,2505.8504976075815,2460.1998528888594,-317.51320623457923,-363.16385095330133
96,2025-10-28,2833.436721586267,2506.4355618658633,2460.5514978852243,-327.00115972040385,-372.88522370104283
97,2025-10-29,2834.5388197738002,2506.952085354559,2460.5485372810417,-327.5867344192411,-373.9902824927585
98,2025-10-30,2839.262659773745,2507.786737511929,2460.4732449755866,-331.47592226181587,-378.7894147981583
99,2025-10-31,2807.0924851179598,2507.7753113854246,2460.099834848596,-299.31717373253514,-346.9926502693638
100,2025-11-03,2808.68639085413,2508.3697981793334,2460.3548909689566,-300.31659267479654,-348.33149988517334
101,2025-11-04,2830.3117705198915,2509.428065819555,2460.14149527319,-320.8837047003367,-370.17027524670175
102,2025-11-05,2893.17358512552,2510.000022974361,2460.263052789512,-383.1735621511589,-432.9105323360077
103,2025-11-06,2935.6916704383484,2510.9249836622953,2459.96151339621,-424.7666867760531,-475.7301570421382
104,2025-11-07,3032.662132044623,2511.559073783103,2459.9472710024143,-521.1030582615199,-572.7148610422087
105,2025-11-10,2998.5553172876166,2512.2689990746203,2460.057900301734,-486.2863182129963,-538.4974169858824
106,2025-11-11,3038.6563309992202,2512.424730944203,2460.152064627486,-526.2316000550172,-578.504266371734
107,2025-11-12,3047.6339985949303,2512.80023661671,2459.798588172711,-534.8337619782201,-587.8354104222194
108,2025-11-13,3150.03194926981,2513.4028691768385,2459.269033416779,-636.6290800929714,-690.7629158530308
109,2025-11-14,3112.692543151884,2513.775333927406,2459.54334064418,-598.917209224478,-653.1492025077041
110,2025-11-17,3074.3463006310017,2514.1010675493517,2459.1244219944674,-560.24523308165,-615.2218786365343
111,2025-11-18,3047.4385064693515,2514.952332217891,2459.0424627470134,-532.4861742514604,-588.3960437223382
112,2025-11-19,2952.472538519879,2515.457673317485,2458.8528745869075,-437.01486520239405,-493.61966393297143
113,2025-11-20,2929.8658664922377,2515.0951083676146,2459.0421092466945,-414.77075812462317,-470.8237572455432
114,2025-11-21,2897.2721393370675,2515.402632771587,2459.3936148419016,-381.8695065654806,-437.87852449516595
115,2025-11-24,2904.396314251262,2516.0856648282597,2459.2725109591875,-388.31064942300236,-445.1238032920746
116,2025-11-25,2919.9073874117025,2516.7278852328923,2459.7830219025736,-403.17950217881025,-460.1243655091289
117,2025-11-26,3003.8489861784115,2517.435260637338,2459.4398077999363,-486.4137255410733,-544.4091783784752
118,2025-11-27,3047.589100831811,2517.891165773809,2459.581040577294,-529.6979350580018,-588.0080602545167
119,2025-11-28,3021.9347273571852,2518.5389069637863,2459.074958354536,-503.39582039339894,-562.859769002649
120,2025-12-01,2982.0800023203365,2519.3232814882217,2459.0154770829863,-462.75672083211475,-523.0645252373502
121,2025-12-02,3004.7664123351196,2519.538472789239,2458.549586406513,-485.2279395458804,-546.2168259286068
122,2025-12-03,2946.4360868790864,2520.3068728618377,2458.758405382568,-426.1292140172486,-487.6776814965183
123,2025-12-04,3029.1080866539774,2520.6020868962223,2458.71943592359,-508.50599975775503,-570.3886507303873
124,2025-12-05,3083.7914097911867,2520.974348744077,2458.835094862905,-562.8170610471097,-624.9563149282817
125,2025-12-08,3062.777494998169,2521.365396620415,2458.745500495688,-541.4120983777539,-604.0319945024812
126,2025-12-09,2985.672947370301,2521.6068640767044,2458.4452062720557,-464.0660832935964,-527.2277410982451
127,2025-12-10,3047.5355574635387,2522.0984567897135,2458.6414633017826,-525.4371006738252,-588.8940941617561
128,2025-12-11,3042.9126107379175,2522.758664633405,2458.112055097953,-520.1539461045127,-584.8005556399644
129,2025-12-12,3100.5589356291284,2523.338490873164,2458.411871677517,-577.2204447559643,-642.1470639516115
